"","scr_inner_iterations[[""Control""]][[""gamma""]]"
"ASV_1073",0
"ASV_1074",4.28458655461414e-05
"ASV_1075",0
"ASV_1076",0
"ASV_1077",0
"ASV_1078",0
"ASV_1079",0
"ASV_1080",0.00178612076233789
"ASV_1081",0
"ASV_1082",0
"ASV_1083",0
"ASV_1084",0.000836712949322276
"ASV_1085",0
"ASV_1086",0
"ASV_1087",0
"ASV_1088",0
"ASV_1089",0
"ASV_1090",0
"ASV_1091",0
"ASV_1092",0
"ASV_1093",0
"ASV_1094",0
"ASV_1095",0
"ASV_1096",0
"ASV_1097",0
"ASV_1098",0
"ASV_1099",0
"ASV_1100",0
"ASV_1101",0
"ASV_1102",0
"ASV_1103",0
"ASV_1104",0
"ASV_1105",0
"ASV_1106",0
"ASV_1107",0
"ASV_1108",0
"ASV_1109",0
"ASV_1110",0
"ASV_1111",0
"ASV_1112",0
"ASV_1113",0
"ASV_1114",0
"ASV_1115",0
"ASV_1116",0
"ASV_1117",0
"ASV_1118",0
"ASV_1119",0
"ASV_1120",0.000645557951260731
"ASV_1121",0
"ASV_1122",0
"ASV_1123",0
"ASV_1124",0
"ASV_1125",0
"ASV_1126",8.69014295228606e-05
"ASV_1127",0
"ASV_1128",0
"ASV_1129",0
"ASV_1130",0
"ASV_1131",0
"ASV_1132",0
"ASV_1133",0
"ASV_1134",8.66162809633872e-05
"ASV_1135",0
"ASV_1136",0
"ASV_1137",0
"ASV_1138",0
"ASV_1139",0
"ASV_1140",0
"ASV_1141",0
"ASV_1142",0
"ASV_1143",0
"ASV_1144",0
"ASV_1145",0
"ASV_1146",0
"ASV_1147",0
"ASV_1148",0.000462844996818904
"ASV_1149",0.00663573293795958
"ASV_1150",0
"ASV_1151",0
"ASV_1152",0
"ASV_1153",0
"ASV_1154",0
"ASV_1155",0
"ASV_1156",0
"ASV_1157",0
"ASV_1158",0
"ASV_1159",0
"ASV_1160",0
"ASV_1161",0
"ASV_1162",0
"ASV_1163",0
"ASV_1164",0
"ASV_1165",0
"ASV_1166",0
"ASV_1167",0
"ASV_1168",0.00635746026636772
"ASV_1169",0
"ASV_1170",0
"ASV_1171",0
"ASV_1172",0
"ASV_1173",0
"ASV_1174",0
"ASV_1175",8.73304351443237e-05
"ASV_1176",0
"ASV_1177",0
"ASV_1178",0
"ASV_1179",0
"ASV_1180",0
"ASV_1181",0
"ASV_1182",0
"ASV_1183",0.000182654182298982
"ASV_1184",0
"ASV_1185",0
"ASV_1186",0
"ASV_1187",0
"ASV_1188",0
"ASV_1189",0
"ASV_1190",0
"ASV_1191",0
"ASV_1192",0
"ASV_1193",0.000108034673855833
"ASV_1194",0
"ASV_1195",0
"ASV_1196",0
"ASV_1197",0
"ASV_1198",0
"ASV_1199",0
"ASV_1200",0
"ASV_1201",0
"ASV_1202",0
"ASV_1203",0
"ASV_1204",0
"ASV_1205",0
"ASV_1206",0
"ASV_1207",0
"ASV_1208",0
"ASV_1209",0
"ASV_1210",0
"ASV_1211",0
"ASV_1212",0
"ASV_1213",0
"ASV_1214",0
"ASV_1215",8.66712500993934e-05
"ASV_1216",0
"ASV_1217",0
"ASV_1218",0
"ASV_1219",0
"ASV_1220",0
"ASV_1221",0
"ASV_1222",0
"ASV_1223",0
"ASV_1224",0
"ASV_1225",0
"ASV_1226",0
"ASV_1227",0
"ASV_1228",0
"ASV_1229",0.000174203176686195
"ASV_1230",0
"ASV_1231",0
"ASV_1232",0
"ASV_1233",0
"ASV_1234",0
"ASV_1235",0.00017451994362674
"ASV_1236",0
"ASV_1237",0
"ASV_1238",0
"ASV_1239",0
"ASV_1240",0
"ASV_1241",0
"ASV_1242",0
"ASV_1243",0.000338758630497657
"ASV_1244",0
"ASV_1245",0
"ASV_1246",0
"ASV_1247",0
"ASV_1248",0
"ASV_1249",0
"ASV_1250",4.59361484731716e-05
"ASV_1251",0
"ASV_1252",0
"ASV_1253",0
"ASV_1254",0
"ASV_1255",0
"ASV_1256",0
"ASV_1257",0
"ASV_1258",0
"ASV_1259",0
"ASV_1260",0
"ASV_1261",0
"ASV_1262",0
"ASV_1263",0
"ASV_1264",0
"ASV_1265",0
"ASV_1266",0
"ASV_1267",0
"ASV_1268",0
"ASV_1269",0
"ASV_1270",0
"ASV_1271",0
"ASV_1272",8.62465519319455e-05
"ASV_1273",0
"ASV_1274",0
"ASV_1275",0
"ASV_1276",0
"ASV_1277",0
"ASV_1278",0
"ASV_1279",6.57896681820137e-05
"ASV_1280",0
"ASV_1281",0
"ASV_1282",0
"ASV_1283",0
"ASV_1284",0
"ASV_1285",0
"ASV_1286",0
"ASV_1287",0
"ASV_1288",0
"ASV_1289",0
"ASV_1290",0
"ASV_1291",0
"ASV_1292",0
"ASV_1293",0
"ASV_1294",0
"ASV_1295",0
"ASV_1296",0
"ASV_1297",0
"ASV_1298",0
"ASV_1299",0
"ASV_1300",0
"ASV_1301",0
"ASV_1302",4.41205806668513e-05
"ASV_1303",0
"ASV_1304",0
"ASV_1305",0
"ASV_1306",0
"ASV_1307",0
"ASV_1308",0
"ASV_1309",0
"ASV_1310",0
"ASV_1311",0
"ASV_1312",0
"ASV_1313",0
"ASV_1314",0
"ASV_1315",0
"ASV_1316",0
"ASV_1317",0
"ASV_1318",0
"ASV_1319",0
"ASV_1320",0
"ASV_1321",0
"ASV_1322",0
"ASV_1323",0
"ASV_1324",0
"ASV_1325",0
"ASV_1326",0
"ASV_1327",0
"ASV_1328",0
"ASV_1329",0
"ASV_1330",0
"ASV_1331",0
"ASV_1332",0
"ASV_1333",0
"ASV_1334",0
"ASV_1335",0
"ASV_1336",0
"ASV_1337",0
"ASV_1338",0
"ASV_1339",0
"ASV_1340",0
"ASV_1341",0
"ASV_1342",0
"ASV_1343",0
"ASV_1344",0
"ASV_1345",0
"ASV_1346",0
"ASV_1347",0
"ASV_1348",0
"ASV_1349",0
"ASV_1350",0
"ASV_1351",0
"ASV_1352",0
"ASV_1353",0
"ASV_1354",0
"ASV_1355",0
"ASV_1356",0.000401758042364777
"ASV_1357",0
"ASV_1358",0
"ASV_1359",0
"ASV_1360",0
"ASV_1361",0
"ASV_1362",0
"ASV_1363",0
"ASV_1364",0
"ASV_1365",0.000107344293911105
"ASV_1366",0
"ASV_1367",0
"ASV_1368",0
"ASV_1369",0
"ASV_1370",0
"ASV_1371",0
"ASV_1372",0
"ASV_1373",0.000429425301089372
"ASV_1374",0
"ASV_1375",0
"ASV_1376",0
"ASV_1377",0
"ASV_1378",0
"ASV_1379",0
"ASV_1380",0
"ASV_1381",0
"ASV_1382",0
"ASV_1383",0
"ASV_1384",0
"ASV_1385",0
"ASV_1386",0
"ASV_1387",0
"ASV_1388",0
"ASV_1389",0
"ASV_1390",0
"ASV_1391",0
"ASV_1392",0
"ASV_1393",0
"ASV_1394",0
"ASV_1395",0
"ASV_1396",0
"ASV_1397",0
"ASV_1398",0
"ASV_1399",0
"ASV_1400",0
"ASV_1401",0
"ASV_1402",0
"ASV_1403",0
"ASV_1404",0
"ASV_1405",0
"ASV_1406",0
"ASV_1407",0
"ASV_1408",0
"ASV_1409",0
"ASV_1410",0
"ASV_1411",0
"ASV_1412",0
"ASV_1413",0
"ASV_1414",0
"ASV_1415",0
"ASV_1416",0
"ASV_1417",0
"ASV_1418",0
"ASV_1419",0
"ASV_1420",0
"ASV_1421",0
"ASV_1422",0
"ASV_1423",0
"ASV_1424",0
"ASV_1425",0
"ASV_1426",0
"ASV_1427",0
"ASV_1428",0
"ASV_1429",0
"ASV_1430",0
"ASV_1431",0
"ASV_1432",0
"ASV_1433",0
"ASV_1434",0
"ASV_1435",0
"ASV_1436",0
"ASV_1437",0
"ASV_1438",0
"ASV_1439",0
"ASV_1440",0
"ASV_1441",0
"ASV_1442",0
"ASV_1443",0
"ASV_1444",0
"ASV_1445",0
"ASV_1446",0
"ASV_1447",0
"ASV_1448",0
"ASV_1449",0
"ASV_1450",0
"ASV_1451",0
"ASV_1452",0
"ASV_1453",0
"ASV_1454",0
"ASV_1455",0
"ASV_1456",0
"ASV_1457",0
"ASV_1458",0
"ASV_1459",0
"ASV_1460",0
"ASV_1461",0
"ASV_1462",0
"ASV_1463",0
"ASV_1464",0
"ASV_1465",0
"ASV_1466",0
"ASV_1467",0
"ASV_1468",0
"ASV_1469",0
"ASV_1470",0
"ASV_1471",0
"ASV_1472",0
"ASV_1473",0
"ASV_1474",0
"ASV_1475",0
"ASV_1476",0
"ASV_1477",0
"ASV_1478",0
"ASV_1479",0
"ASV_1480",0
"ASV_1481",0
"ASV_1482",0
"ASV_1483",0
"ASV_1484",0
"ASV_1485",0
"ASV_1486",0
"ASV_1487",0
"ASV_1488",0
"ASV_1489",0
"ASV_1490",0
"ASV_1491",0
"ASV_1492",0
"ASV_1493",0
"ASV_1494",0
"ASV_1495",0
"ASV_1496",0
"ASV_1497",0
"ASV_1498",0
"ASV_1499",0
"ASV_1500",0
"ASV_1501",0.000152753116630449
"ASV_1502",0
"ASV_1503",0
"ASV_1504",0
"ASV_1505",0
"ASV_1506",0
"ASV_1507",0
"ASV_1508",0
"ASV_1509",0
"ASV_1510",0
"ASV_1511",0
"ASV_1512",0
"ASV_1513",0
"ASV_1514",0
"ASV_1515",0
"ASV_1516",0
"ASV_1517",0
"ASV_1518",0
"ASV_1519",0
"ASV_1520",0
"ASV_1521",0
"ASV_1522",0
"ASV_1523",0
"ASV_1524",0
"ASV_1525",0
"ASV_1526",0
"ASV_1527",0
"ASV_1528",0
"ASV_1529",0
"ASV_1530",0
"ASV_1531",0
"ASV_1532",0
"ASV_1533",0
"ASV_1534",0
"ASV_1535",0
"ASV_1536",0
"ASV_1537",0
"ASV_1538",0
"ASV_1539",0
"ASV_1540",0
"ASV_1541",0
"ASV_1542",0
"ASV_1543",0
"ASV_1544",0
"ASV_1545",0
"ASV_1546",0
"ASV_1547",0
"ASV_1548",0
"ASV_1549",0
"ASV_1550",0
"ASV_1551",0
"ASV_1552",0
"ASV_1553",0
"ASV_1554",0
"ASV_1555",0
"ASV_1556",0
"ASV_1557",0
"ASV_1558",0
"ASV_1559",0
"ASV_1560",0
"ASV_1561",0
"ASV_1562",0
"ASV_1563",0
"ASV_1564",0.000219754043501195
"ASV_1565",0
"ASV_1566",0
"ASV_1567",0
"ASV_1568",0
"ASV_1569",0
"ASV_1570",0
"ASV_1571",0
"ASV_1572",0.000966327378482795
"ASV_1573",0
"ASV_1574",0
"ASV_1575",0
"ASV_1576",0
"ASV_1577",0
"ASV_1578",0
"ASV_1579",0
"ASV_1580",0
"ASV_1581",0
"ASV_1582",0
"ASV_1583",0
"ASV_1584",0
"ASV_1585",0
"ASV_1586",0
"ASV_1587",0
"ASV_1588",0
"ASV_1589",0
"ASV_1590",0
"ASV_1591",0
"ASV_1592",0
"ASV_1593",0
"ASV_1594",0
"ASV_1595",0
"ASV_1596",0
"ASV_1597",0
"ASV_1598",0
"ASV_1599",0
"ASV_1600",0
"ASV_1601",0
"ASV_1602",0
"ASV_1603",0
"ASV_1604",0
"ASV_1605",0
"ASV_1606",0
"ASV_1607",0
"ASV_1608",0
"ASV_1609",0
"ASV_1610",0
"ASV_1611",0.00036973614877417
"ASV_1612",0
"ASV_1613",0
"ASV_1614",0
"ASV_1615",0.00301818820726548
"ASV_1616",0.00069856191937898
"ASV_1617",0
"ASV_1618",0
"ASV_1619",0
"ASV_1620",0
"ASV_1621",0.000324970990042511
"ASV_1622",0.000107027950612251
"ASV_1623",0
"ASV_1624",0
"ASV_1625",0
"ASV_1626",0.000235897852156785
"ASV_1627",0
"ASV_1628",0
"ASV_1629",0
"ASV_1630",0
"ASV_1631",0
"ASV_1632",0
"ASV_1633",0
"ASV_1634",0
"ASV_1635",0
"ASV_1636",0
"ASV_1637",0.000690429461893415
"ASV_1638",0
"ASV_1639",0
"ASV_1640",0
"ASV_1641",0
"ASV_1642",0
"ASV_1643",0
"ASV_1644",0
"ASV_1645",0
"ASV_1646",0
"ASV_1647",0
"ASV_1648",0
"ASV_1649",0
"ASV_1650",0
"ASV_1651",0
"ASV_1652",0
"ASV_1653",0
"ASV_1654",0
"ASV_1655",0
"ASV_1656",0
"ASV_1657",0
"ASV_1658",0
"ASV_1659",0
"ASV_1660",0
"ASV_1661",0
"ASV_1662",0
"ASV_1663",4.29372778742757e-05
"ASV_1664",0
"ASV_1665",0
"ASV_1666",0
"ASV_1667",0
"ASV_1668",0
"ASV_1669",0
"ASV_1670",0
"ASV_1671",0
"ASV_1672",0
"ASV_1673",0
"ASV_1674",0
"ASV_1675",0
"ASV_1676",0
"ASV_1677",0
"ASV_1678",0
"ASV_1679",0
"ASV_1680",0
"ASV_1681",0
"ASV_1682",0
"ASV_1683",0
"ASV_1684",0
"ASV_1685",0
"ASV_1686",0
"ASV_1687",0
"ASV_1688",0
"ASV_1689",0
"ASV_1690",0
"ASV_1691",0
"ASV_1692",0
"ASV_1693",0
"ASV_1694",0
"ASV_1695",0
"ASV_1696",0
"ASV_1697",0
"ASV_1698",0
"ASV_1699",0
"ASV_1700",8.57159020241383e-05
"ASV_1701",0
"ASV_1702",0
"ASV_1703",0
"ASV_1704",0
"ASV_1705",0
"ASV_1706",0
"ASV_1707",0
"ASV_1708",0
"ASV_1709",0
"ASV_1710",0
"ASV_1711",0
"ASV_1712",0
"ASV_1713",0
"ASV_1714",0
"ASV_1715",0
"ASV_1716",0
"ASV_1717",0
"ASV_1718",0.000322464039332001
"ASV_1719",0
"ASV_1720",0
"ASV_1721",0
"ASV_1722",0
"ASV_1723",0
"ASV_1724",0
"ASV_1725",0
"ASV_1726",0
"ASV_1727",0
"ASV_1728",0
"ASV_1729",0
"ASV_1730",0
"ASV_1731",0
"ASV_1732",0.00120216245352619
"ASV_1733",0
"ASV_1734",0
"ASV_1735",0.00261148199493893
"ASV_1736",0
"ASV_1737",0
"ASV_1738",0
"ASV_1739",0
"ASV_1740",0
"ASV_1741",0
"ASV_1742",0
"ASV_1743",0
"ASV_1744",0
"ASV_1745",0
"ASV_1746",0
"ASV_1747",0
"ASV_1748",0
"ASV_1749",0
"ASV_1750",0
"ASV_1751",0
"ASV_1752",0
"ASV_1753",0
"ASV_1754",0
"ASV_1755",0
"ASV_1756",0
"ASV_1757",0
"ASV_1758",0
"ASV_1759",0
"ASV_1760",0
"ASV_1761",0
"ASV_1762",0
"ASV_1763",0
"ASV_1764",0
"ASV_1765",0
"ASV_1766",0
"ASV_1767",0
"ASV_1768",0
"ASV_1769",0
"ASV_1770",0.000216272741936863
"ASV_1771",0
"ASV_1772",0
"ASV_1773",0
"ASV_1774",0
"ASV_1775",0
"ASV_1776",0
"ASV_1777",0
"ASV_1778",0
"ASV_1779",0
"ASV_1780",0
"ASV_1781",0.00246164286408178
"ASV_1782",0
"ASV_1783",0
"ASV_1784",0
"ASV_1785",0
"ASV_1786",0
"ASV_1787",0
"ASV_1788",0
"ASV_1789",0
"ASV_1790",0
"ASV_1791",0
"ASV_1792",0
"ASV_1793",0
"ASV_1794",0
"ASV_1795",0
"ASV_1796",0
"ASV_1797",0
"ASV_1798",0
"ASV_1799",0
"ASV_1800",0
"ASV_1801",0
"ASV_1802",0
"ASV_1803",0.000619805367484608
"ASV_1804",0
"ASV_1805",0
"ASV_1806",0
"ASV_1807",0
"ASV_1808",0
"ASV_1809",0
"ASV_1810",0
"ASV_1811",0
"ASV_1812",0
"ASV_1813",0
"ASV_1814",0
"ASV_1815",0
"ASV_1816",0
"ASV_1817",0
"ASV_1818",0
"ASV_1819",0
"ASV_1820",0
"ASV_1821",0
"ASV_1822",0
"ASV_1823",0
"ASV_1824",0
"ASV_1825",0
"ASV_1826",0
"ASV_1827",0
"ASV_1828",0
"ASV_1829",0
"ASV_1830",0
"ASV_1831",0
"ASV_1832",0
"ASV_1833",0
"ASV_1834",0
"ASV_1835",0
"ASV_1836",0
"ASV_1837",0
"ASV_1838",0
"ASV_1839",0
"ASV_1840",0
"ASV_1841",0
"ASV_1842",0
"ASV_1843",0
"ASV_1844",0
"ASV_1845",0
"ASV_1846",0
"ASV_1847",0
"ASV_1848",0
"ASV_1849",0.000388946706815521
"ASV_1850",0
"ASV_1851",0
"ASV_1852",0
"ASV_1853",0
"ASV_1854",0
"ASV_1855",0
"ASV_1856",0
"ASV_1857",0
"ASV_1858",0
"ASV_1859",0
"ASV_1860",0
"ASV_1861",0
"ASV_1862",0
"ASV_1863",0
"ASV_1864",0
"ASV_1865",0
"ASV_1866",0
"ASV_1867",0
"ASV_1868",0
"ASV_1869",0
"ASV_1870",0
"ASV_1871",0
"ASV_1872",0
"ASV_1873",0
"ASV_1874",0
"ASV_1875",0
"ASV_1876",0
"ASV_1877",0
"ASV_1878",0.00062676344235262
"ASV_1879",0
"ASV_1880",0
"ASV_1881",0
"ASV_1882",0
"ASV_1883",0
"ASV_1884",0
"ASV_1885",0
"ASV_1886",0
"ASV_1887",0
"ASV_1888",0
"ASV_1889",0
"ASV_1890",0
"ASV_1891",0
"ASV_1892",0
"ASV_1893",0
"ASV_1894",0
"ASV_1895",0
"ASV_1896",0
"ASV_1897",0
"ASV_1898",0
"ASV_1899",0
"ASV_1900",0
"ASV_1901",0
"ASV_1902",0.000196493474529743
"ASV_1903",0
"ASV_1904",0
"ASV_1905",0
"ASV_1906",0
"ASV_1907",0
"ASV_1908",0
"ASV_1909",0
"ASV_1910",0
"ASV_1911",0
"ASV_1912",0
"ASV_1913",0
"ASV_1914",0
"ASV_1915",0
"ASV_1916",0
"ASV_1917",0
"ASV_1918",0
"ASV_1919",0
"ASV_1920",0
"ASV_1921",0
"ASV_1922",0
"ASV_1923",0
"ASV_1924",0
"ASV_1925",0
"ASV_1926",0
"ASV_1927",0
"ASV_1928",0
"ASV_1929",0
"ASV_1930",0
"ASV_1931",0
"ASV_1932",0
"ASV_1933",4.28445386070747e-05
"ASV_1934",0
"ASV_1935",0.000332407016346353
"ASV_1936",0
"ASV_1937",0.000109814755364935
"ASV_1938",0
"ASV_1939",0
"ASV_1940",0
"ASV_1941",0
"ASV_1942",0
"ASV_1943",0
"ASV_1944",0
"ASV_1945",0
"ASV_1946",0
"ASV_1947",0
"ASV_1948",6.44634258681438e-05
"ASV_1949",0
"ASV_1950",0
"ASV_1951",0
"ASV_1952",0
"ASV_1953",0
"ASV_1954",0
"ASV_1955",0
"ASV_1956",0
"ASV_1957",0
"ASV_1958",0
"ASV_1959",0
"ASV_1960",0
"ASV_1961",0
"ASV_1962",0
"ASV_1963",0
"ASV_1964",0
"ASV_1965",0
"ASV_1966",0
"ASV_1967",0
"ASV_1968",0
"ASV_1969",0
"ASV_1970",0
"ASV_1971",0
"ASV_1972",0
"ASV_1973",0
"ASV_1974",0
"ASV_1975",0
"ASV_1976",0.00015281189066911
"ASV_1977",0
"ASV_1978",0
"ASV_1979",0.00199071988138787
"ASV_1980",0
"ASV_1981",0
"ASV_1982",0
"ASV_1983",0
"ASV_1984",0
"ASV_1985",0
"ASV_1986",0
"ASV_1987",0
"ASV_1988",0
"ASV_1989",0
"ASV_1990",0
"ASV_1991",0
"ASV_1992",0
"ASV_1993",0.00196931429126542
"ASV_1994",0
"ASV_1995",0
"ASV_1996",0
"ASV_1997",0
"ASV_1998",0
"ASV_1999",0
"ASV_2000",0
"ASV_2001",0
"ASV_2002",0
"ASV_2003",0
"ASV_2004",0
"ASV_2005",0
"ASV_2006",0
"ASV_2007",0
"ASV_2008",0
"ASV_2009",0
"ASV_2010",0
"ASV_2011",0
"ASV_2012",0
"ASV_2013",0
"ASV_2014",0
"ASV_2015",0
"ASV_2016",0
"ASV_2017",0
"ASV_2018",0
"ASV_2019",0
"ASV_2020",0
"ASV_2021",0
"ASV_2022",0.000107914311228862
"ASV_2023",0
"ASV_2024",0
"ASV_2025",0
"ASV_2026",0
"ASV_2027",0
"ASV_2028",0
"ASV_2029",0
"ASV_2030",0
"ASV_2031",0
"ASV_2032",0
"ASV_2033",0
"ASV_2034",0
"ASV_2035",0
"ASV_2036",0
"ASV_2037",0
"ASV_2038",0
"ASV_2039",0
"ASV_2040",0
"ASV_2041",0
"ASV_2042",0
"ASV_2043",0
"ASV_2044",0.00081299091032491
"ASV_2045",0
"ASV_2046",0
"ASV_2047",0
"ASV_2048",0
"ASV_2049",0
"ASV_2050",0
"ASV_2051",0
"ASV_2052",0
"ASV_2053",0
"ASV_2054",0
"ASV_2055",0
"ASV_2056",0
"ASV_2057",0
"ASV_2058",0
"ASV_2059",0
"ASV_2060",0
"ASV_2061",0
"ASV_2062",0
"ASV_2063",0
"ASV_2064",0
"ASV_2065",0
"ASV_2066",0
"ASV_2067",0
"ASV_2068",6.53049701513778e-05
"ASV_2069",0
"ASV_2070",0
"ASV_2071",0
"ASV_2072",0
"ASV_2073",0
"ASV_2074",0
"ASV_2075",0
"ASV_2076",0
"ASV_2077",0
"ASV_2078",0
"ASV_2079",0
"ASV_2080",0
"ASV_2081",0
"ASV_2082",0
"ASV_2083",0
"ASV_2084",0
"ASV_2085",0
"ASV_2086",0
"ASV_2087",0
"ASV_2088",0
"ASV_2089",0
"ASV_2090",0
"ASV_2091",0
"ASV_2092",0
"ASV_2093",0
"ASV_2094",0
"ASV_2095",0
"ASV_2096",6.42668079103619e-05
"ASV_2097",0
"ASV_2098",0
"ASV_2099",0
"ASV_2100",0
"ASV_2101",0
"ASV_2102",0
"ASV_2103",0
"ASV_2104",0
"ASV_2105",0
"ASV_2106",0
"ASV_2107",0
"ASV_2108",0.00012934364348861
"ASV_2109",0
"ASV_2110",0
"ASV_2111",0
"ASV_2112",0
"ASV_2113",0
"ASV_2114",0
"ASV_2115",0
"ASV_2116",0
"ASV_2117",0
"ASV_2118",0
"ASV_2119",0
"ASV_2120",0
"ASV_2121",0
"ASV_2122",0
"ASV_2123",0
"ASV_2124",0
"ASV_2125",0
"ASV_2126",0
"ASV_2127",0
"ASV_2128",0
"ASV_2129",0
"ASV_2130",0
"ASV_2131",0
"ASV_2132",0
"ASV_2133",0
"ASV_2134",0
"ASV_2135",0
"ASV_2136",0
"ASV_2137",0
"ASV_2138",0
"ASV_2139",0.000214454438429686
"ASV_2140",0
"ASV_2141",0
"ASV_2142",0
"ASV_2143",0
"ASV_2144",0
"ASV_2145",0
"ASV_2146",0
"ASV_2147",0
"ASV_2148",0
"ASV_2149",0
"ASV_2150",0
"ASV_2151",0
"ASV_2152",0
"ASV_2153",0
"ASV_2154",0
"ASV_2155",0
"ASV_2156",0
"ASV_2157",0
"ASV_2158",0
"ASV_2159",0
"ASV_2160",0
"ASV_2161",0
"ASV_2162",0
"ASV_2163",0
"ASV_2164",0
"ASV_2165",0
"ASV_2166",0
"ASV_2167",0
"ASV_2168",0
"ASV_2169",0
"ASV_2170",0
"ASV_2171",0
"ASV_2172",0
"ASV_2173",0
"ASV_2174",0
"ASV_2175",0
"ASV_2176",0
"ASV_2177",0
"ASV_2178",0
"ASV_2179",0
"ASV_2180",0
"ASV_2181",0.000194245759811811
"ASV_2182",0
"ASV_2183",0
"ASV_2184",0
"ASV_2185",0
"ASV_2186",0
"ASV_2187",0
"ASV_2188",0
"ASV_2189",0
"ASV_2190",0
"ASV_2191",0
"ASV_2192",0
"ASV_2193",0
"ASV_2194",0
"ASV_2195",0
"ASV_2196",0
"ASV_2197",0
"ASV_2198",0
"ASV_2199",0
"ASV_2200",0
"ASV_2201",0
"ASV_2202",0
"ASV_2203",0
"ASV_2204",0
"ASV_2205",0
"ASV_2206",0
"ASV_2207",0
"ASV_2208",0
"ASV_2209",0
"ASV_2210",0
"ASV_2211",0
"ASV_2212",0
"ASV_2213",0
"ASV_2214",0
"ASV_2215",0
"ASV_2216",0
"ASV_2217",0
"ASV_2218",8.58411820836511e-05
"ASV_2219",0.0004766811773201
"ASV_2220",0
"ASV_2221",0
"ASV_2222",0
"ASV_2223",0
"ASV_2224",0
"ASV_2225",0
"ASV_2226",0
"ASV_2227",0
"ASV_2228",0
"ASV_2229",0
"ASV_2230",0
"ASV_2231",0
"ASV_2232",0
"ASV_2233",0
"ASV_2234",0
"ASV_2235",0
"ASV_2236",0
"ASV_2237",0
"ASV_2238",0
"ASV_2239",0
"ASV_2240",0
"ASV_2241",0
"ASV_2242",0
"ASV_2243",0
"ASV_2244",0
"ASV_2245",6.46627349817508e-05
"ASV_2246",0
"ASV_2247",0
"ASV_2248",0
"ASV_2249",0
"ASV_2250",0
"ASV_2251",0
"ASV_2252",0
"ASV_2253",0
"ASV_2254",0
