"","scr_inner_iterations[[""Control""]][[""gamma""]]"
"ASV_3413",0.000428111802449005
"ASV_3414",0
"ASV_3415",0
"ASV_3416",0
"ASV_3417",0
"ASV_3418",0
"ASV_3419",0
"ASV_3420",0
"ASV_3421",0
"ASV_3422",0
"ASV_3423",0
"ASV_3424",0
"ASV_3425",0
"ASV_3426",0
"ASV_3427",0
"ASV_3428",0
"ASV_3429",0.000428111802449005
"ASV_3430",0
"ASV_3431",0
"ASV_3432",0
"ASV_3433",0.000428111802449005
"ASV_3434",0
"ASV_3435",0
"ASV_3436",0
"ASV_3437",0
"ASV_3438",0
"ASV_3439",0
"ASV_3440",0
"ASV_3441",0
"ASV_3442",0
"ASV_3443",0
"ASV_3444",0
"ASV_3445",0
"ASV_3446",0
"ASV_3447",0.000428111802449005
"ASV_3448",0
"ASV_3449",0
"ASV_3450",0
"ASV_3451",0
"ASV_3452",0
"ASV_3453",0
"ASV_3454",0
"ASV_3455",0
"ASV_3456",0
"ASV_3457",0
"ASV_3458",0
"ASV_3459",0
"ASV_3460",0
"ASV_3461",0
"ASV_3462",0
"ASV_3463",0
"ASV_3464",0
"ASV_3465",0
"ASV_3466",0
"ASV_3467",0.000406706212326555
"ASV_3468",0
"ASV_3469",0.000406706212326555
"ASV_3470",0
"ASV_3471",0
"ASV_3472",0
"ASV_3473",0.000192860814754203
"ASV_3474",0
"ASV_3475",0
"ASV_3476",0
"ASV_3477",0
"ASV_3478",0
"ASV_3479",0
"ASV_3480",0
"ASV_3481",0
"ASV_3482",0.000406706212326555
"ASV_3483",0
"ASV_3484",0
"ASV_3485",0.000107227219243961
"ASV_3486",0.000406706212326555
"ASV_3487",0
"ASV_3488",0
"ASV_3489",0.000406706212326555
"ASV_3490",0
"ASV_3491",0
"ASV_3492",0.000406706212326555
"ASV_3493",0
"ASV_3494",0
"ASV_3495",0
"ASV_3496",0
"ASV_3497",0
"ASV_3498",0
"ASV_3499",0
"ASV_3500",0
"ASV_3501",0
"ASV_3502",0
"ASV_3503",0
"ASV_3504",0
"ASV_3505",0
"ASV_3506",0.000406706212326555
"ASV_3507",0.000406706212326555
"ASV_3508",0
"ASV_3509",0
"ASV_3510",0
"ASV_3511",0
"ASV_3512",0
"ASV_3513",0
"ASV_3514",0
"ASV_3515",0
"ASV_3516",0
"ASV_3517",0
"ASV_3518",0
"ASV_3519",0
"ASV_3520",0
"ASV_3521",0.000385300622204104
"ASV_3522",0
"ASV_3523",0
"ASV_3524",0
"ASV_3525",0
"ASV_3526",0.000385300622204104
"ASV_3527",0
"ASV_3528",0.000193146199678296
"ASV_3529",0
"ASV_3530",0
"ASV_3531",0
"ASV_3532",0
"ASV_3533",0
"ASV_3534",0
"ASV_3535",0
"ASV_3536",0
"ASV_3537",0
"ASV_3538",0
"ASV_3539",0.000385300622204104
"ASV_3540",0.000129324452705514
"ASV_3541",0
"ASV_3542",0
"ASV_3543",0
"ASV_3544",0
"ASV_3545",0.000385300622204104
"ASV_3546",0
"ASV_3547",0
"ASV_3548",0
"ASV_3549",0
"ASV_3550",0
"ASV_3551",0
"ASV_3552",0
"ASV_3553",0
"ASV_3554",0
"ASV_3555",0
"ASV_3556",0
"ASV_3557",0
"ASV_3558",0
"ASV_3559",0
"ASV_3560",0
"ASV_3561",0
"ASV_3562",0
"ASV_3563",0
"ASV_3564",0
"ASV_3565",0
"ASV_3566",0
"ASV_3567",0
"ASV_3568",0
"ASV_3569",0
"ASV_3570",0
"ASV_3571",0
"ASV_3572",0
"ASV_3573",0
"ASV_3574",0
"ASV_3575",0
"ASV_3576",0
"ASV_3577",0
"ASV_3578",0
"ASV_3579",0
"ASV_3580",0
"ASV_3581",0
"ASV_3582",0
"ASV_3583",0
"ASV_3584",0
"ASV_3585",0
"ASV_3586",0
"ASV_3587",0
"ASV_3588",0
"ASV_3589",0
"ASV_3590",0
"ASV_3591",0
"ASV_3592",0
"ASV_3593",0
"ASV_3594",0
"ASV_3595",0
"ASV_3596",0
"ASV_3597",0
"ASV_3598",0
"ASV_3599",0
"ASV_3600",0
"ASV_3601",0
"ASV_3602",0
"ASV_3603",0
"ASV_3604",0
"ASV_3605",0.000363895032081654
"ASV_3606",0
"ASV_3607",0
"ASV_3608",0
"ASV_3609",0
"ASV_3610",0
"ASV_3611",0
"ASV_3612",0
"ASV_3613",0
"ASV_3614",0
"ASV_3615",0
"ASV_3616",0
"ASV_3617",0
"ASV_3618",0.000217340942194505
"ASV_3619",0.000363895032081654
"ASV_3620",0
"ASV_3621",0.000363895032081654
"ASV_3622",0
"ASV_3623",0
"ASV_3624",0.000363895032081654
"ASV_3625",0
"ASV_3626",0
"ASV_3627",0.000363895032081654
"ASV_3628",0
"ASV_3629",0
"ASV_3630",0
"ASV_3631",0
"ASV_3632",0
"ASV_3633",0
"ASV_3634",0
"ASV_3635",0
"ASV_3636",0
"ASV_3637",0
"ASV_3638",0
"ASV_3639",0
"ASV_3640",0
"ASV_3641",0
"ASV_3642",0
"ASV_3643",0
"ASV_3644",0
"ASV_3645",0
"ASV_3646",0
"ASV_3647",0
"ASV_3648",0
"ASV_3649",0
"ASV_3650",0
"ASV_3651",0
"ASV_3652",0
"ASV_3653",0
"ASV_3654",0
"ASV_3655",0.000342489441959204
"ASV_3656",0
"ASV_3657",0
"ASV_3658",0
"ASV_3659",0
"ASV_3660",0
"ASV_3661",0.000342489441959204
"ASV_3662",0
"ASV_3663",0
"ASV_3664",0
"ASV_3665",0
"ASV_3666",0
"ASV_3667",0
"ASV_3668",0.000342489441959204
"ASV_3669",0
"ASV_3670",0
"ASV_3671",0.000342489441959204
"ASV_3672",0
"ASV_3673",0
"ASV_3674",0
"ASV_3675",0
"ASV_3676",0.000342489441959204
"ASV_3677",0.000342489441959204
"ASV_3678",0.000342489441959204
"ASV_3679",0
"ASV_3680",0
"ASV_3681",0
"ASV_3682",0
"ASV_3683",0
"ASV_3684",0
"ASV_3685",0
"ASV_3686",0
"ASV_3687",0
"ASV_3688",0
"ASV_3689",0
"ASV_3690",0
"ASV_3691",0
"ASV_3692",0
"ASV_3693",0.000321083851836754
"ASV_3694",0
"ASV_3695",0
"ASV_3696",0.000321083851836754
"ASV_3697",0
"ASV_3698",0
"ASV_3699",0
"ASV_3700",0
"ASV_3701",0
"ASV_3702",0
"ASV_3703",0.000321083851836754
"ASV_3704",0
"ASV_3705",0
"ASV_3706",0
"ASV_3707",0
"ASV_3708",0
"ASV_3709",0.000321083851836754
"ASV_3710",0
"ASV_3711",0
"ASV_3712",0
"ASV_3713",0
"ASV_3714",0
"ASV_3715",0
"ASV_3716",0
"ASV_3717",0
"ASV_3718",0.000321083851836754
"ASV_3719",0
"ASV_3720",0.000321083851836754
"ASV_3721",0
"ASV_3722",0
"ASV_3723",0
"ASV_3724",0
"ASV_3725",0
"ASV_3726",0
"ASV_3727",0
"ASV_3728",0.000321083851836754
"ASV_3729",0
"ASV_3730",0.000321083851836754
"ASV_3731",0
"ASV_3732",0
"ASV_3733",0.000321083851836754
"ASV_3734",0
"ASV_3735",0
"ASV_3736",0
"ASV_3737",0
"ASV_3738",0
"ASV_3739",0
"ASV_3740",0
"ASV_3741",0
"ASV_3742",0
"ASV_3743",0
"ASV_3744",0
"ASV_3745",0.000299678261714303
"ASV_3746",0
"ASV_3747",0
"ASV_3748",0
"ASV_3749",0
"ASV_3750",0
"ASV_3751",0.000299678261714303
"ASV_3752",0
"ASV_3753",0
"ASV_3754",0
"ASV_3755",0
"ASV_3756",0
"ASV_3757",0
"ASV_3758",0
"ASV_3759",0
"ASV_3760",0
"ASV_3761",0
"ASV_3762",0.000128672663157657
"ASV_3763",0
"ASV_3764",0
"ASV_3765",0
"ASV_3766",0
"ASV_3767",0
"ASV_3768",0.000299678261714303
"ASV_3769",0
"ASV_3770",0
"ASV_3771",0
"ASV_3772",0
"ASV_3773",0.000299678261714303
"ASV_3774",0
"ASV_3775",0
"ASV_3776",0
"ASV_3777",0
"ASV_3778",0
"ASV_3779",0
"ASV_3780",0
"ASV_3781",0
"ASV_3782",0
"ASV_3783",0
"ASV_3784",0.000299678261714303
"ASV_3785",0.000299678261714303
"ASV_3786",0
"ASV_3787",0
"ASV_3788",0
"ASV_3789",0.000299678261714303
"ASV_3790",0.000150878526948111
"ASV_3791",0
"ASV_3792",0
"ASV_3793",0.000299678261714303
"ASV_3794",0
"ASV_3795",0
"ASV_3796",0
"ASV_3797",0.000299678261714303
"ASV_3798",0
"ASV_3799",0.000299678261714303
"ASV_3800",0
"ASV_3801",0
"ASV_3802",0.000299678261714303
"ASV_3803",0
"ASV_3804",0
"ASV_3805",0
"ASV_3806",0.000278272671591853
"ASV_3807",0
"ASV_3808",0
"ASV_3809",0
"ASV_3810",0
"ASV_3811",0
"ASV_3812",0
"ASV_3813",0
"ASV_3814",0
"ASV_3815",0
"ASV_3816",0
"ASV_3817",0.000128533857117394
"ASV_3818",0
"ASV_3819",0
"ASV_3820",0.000278272671591853
"ASV_3821",0
"ASV_3822",0
"ASV_3823",0
"ASV_3824",0
"ASV_3825",0.000128573876505433
"ASV_3826",0.000278272671591853
"ASV_3827",0
"ASV_3828",0
"ASV_3829",0
"ASV_3830",0
"ASV_3831",0
"ASV_3832",0
"ASV_3833",0
"ASV_3834",0
"ASV_3835",0
"ASV_3836",0.000107401359278919
"ASV_3837",0
"ASV_3838",0
"ASV_3839",0
"ASV_3840",0
"ASV_3841",0
"ASV_3842",0
"ASV_3843",0
"ASV_3844",0
"ASV_3845",0
"ASV_3846",0
"ASV_3847",0
"ASV_3848",0
"ASV_3849",0
"ASV_3850",0
"ASV_3851",0
"ASV_3852",0
"ASV_3853",0
"ASV_3854",0
"ASV_3855",8.57257050322534e-05
"ASV_3856",0
"ASV_3857",0
"ASV_3858",0
"ASV_3859",0
"ASV_3860",0
"ASV_3861",0
"ASV_3862",0
"ASV_3863",0.000278272671591853
"ASV_3864",0
"ASV_3865",0
"ASV_3866",0
"ASV_3867",0
"ASV_3868",0.000256867081469403
"ASV_3869",0
"ASV_3870",0
"ASV_3871",0
"ASV_3872",0
"ASV_3873",0
"ASV_3874",0
"ASV_3875",0
"ASV_3876",0
"ASV_3877",0
"ASV_3878",0
"ASV_3879",0.000256867081469403
"ASV_3880",0
"ASV_3881",0
"ASV_3882",0
"ASV_3883",0
"ASV_3884",0
"ASV_3885",0
"ASV_3886",0
"ASV_3887",0
"ASV_3888",0
"ASV_3889",0.000256867081469403
"ASV_3890",0
"ASV_3891",0
"ASV_3892",0
"ASV_3893",0
"ASV_3894",0
"ASV_3895",0
"ASV_3896",0
"ASV_3897",0
"ASV_3898",0
"ASV_3899",0
"ASV_3900",0
"ASV_3901",0
"ASV_3902",0
"ASV_3903",0
"ASV_3904",0
"ASV_3905",0
"ASV_3906",0
"ASV_3907",0
"ASV_3908",0.000256867081469403
"ASV_3909",0
"ASV_3910",0
"ASV_3911",0
"ASV_3912",0.000256867081469403
"ASV_3913",0
"ASV_3914",0
"ASV_3915",0
"ASV_3916",0
"ASV_3917",0.000256867081469403
"ASV_3918",0.000256867081469403
"ASV_3919",0
"ASV_3920",0.000256867081469403
"ASV_3921",0
"ASV_3922",0.000256867081469403
"ASV_3923",0
"ASV_3924",0
"ASV_3925",0
"ASV_3926",0
"ASV_3927",0
"ASV_3928",0.000256867081469403
"ASV_3929",0
"ASV_3930",0.000256867081469403
"ASV_3931",0
"ASV_3932",0.000256867081469403
"ASV_3933",0
"ASV_3934",0
"ASV_3935",0
"ASV_3936",0
"ASV_3937",0
"ASV_3938",0.000235461491346953
"ASV_3939",0
"ASV_3940",0
"ASV_3941",0
"ASV_3942",0
"ASV_3943",0
"ASV_3944",0
"ASV_3945",0
"ASV_3946",0
"ASV_3947",0
"ASV_3948",0
"ASV_3949",0
"ASV_3950",0
"ASV_3951",0
"ASV_3952",0.000235461491346953
"ASV_3953",0
"ASV_3954",0
"ASV_3955",0
"ASV_3956",0
"ASV_3957",0
"ASV_3958",0
"ASV_3959",0
"ASV_3960",0.000235461491346953
"ASV_3961",0.000235461491346953
"ASV_3962",0
"ASV_3963",0.000235461491346953
"ASV_3964",0
"ASV_3965",0
"ASV_3966",0
"ASV_3967",0.000235461491346953
"ASV_3968",0
"ASV_3969",0
"ASV_3970",0
"ASV_3971",0
"ASV_3972",0.000235461491346953
"ASV_3973",0
"ASV_3974",0
"ASV_3975",0
"ASV_3976",0
"ASV_3977",0
"ASV_3978",0
"ASV_3979",0
"ASV_3980",0
"ASV_3981",0
"ASV_3982",0
"ASV_3983",0.000235461491346953
"ASV_3984",0
"ASV_3985",0.000235461491346953
"ASV_3986",0
"ASV_3987",0
"ASV_3988",0
"ASV_3989",0
"ASV_3990",0.000235461491346953
"ASV_3991",0
"ASV_3992",0
"ASV_3993",0
"ASV_3994",0.000235461491346953
"ASV_3995",0
"ASV_3996",0
"ASV_3997",0
"ASV_3998",0
"ASV_3999",0.000235461491346953
"ASV_4000",0
"ASV_4001",0
"ASV_4002",0
"ASV_4003",0
"ASV_4004",0.000235461491346953
"ASV_4005",0.000235461491346953
"ASV_4006",0.000235461491346953
"ASV_4007",0
"ASV_4008",0
"ASV_4009",0
"ASV_4010",0
"ASV_4011",0
"ASV_4012",0.000235461491346953
"ASV_4013",0.00019321842338208
"ASV_4014",0
"ASV_4015",0.000235461491346953
"ASV_4016",0.000235461491346953
"ASV_4017",0
"ASV_4018",0.000235461491346953
"ASV_4019",0.000235461491346953
"ASV_4020",0.000235461491346953
"ASV_4021",0
"ASV_4022",0.000235461491346953
"ASV_4023",0
"ASV_4024",0
"ASV_4025",0
"ASV_4026",0.000235461491346953
"ASV_4027",0.000214055901224502
"ASV_4028",0
"ASV_4029",0
"ASV_4030",0
"ASV_4031",0
"ASV_4032",0
"ASV_4033",0
"ASV_4034",0
"ASV_4035",0
"ASV_4036",0
"ASV_4037",0
"ASV_4038",0.000214055901224502
"ASV_4039",0
"ASV_4040",0
"ASV_4041",0
"ASV_4042",0
"ASV_4043",0
"ASV_4044",0
"ASV_4045",0
"ASV_4046",0
"ASV_4047",0
"ASV_4048",0
"ASV_4049",0
"ASV_4050",0
"ASV_4051",0
"ASV_4052",0.000214055901224502
"ASV_4053",0
"ASV_4054",0
"ASV_4055",0
"ASV_4056",0.000214055901224502
"ASV_4057",0.000214055901224502
"ASV_4058",0
"ASV_4059",0
"ASV_4060",0.000214055901224502
"ASV_4061",0
"ASV_4062",0.000214055901224502
"ASV_4063",0.000214055901224502
"ASV_4064",0
"ASV_4065",0.000214055901224502
"ASV_4066",0
"ASV_4067",0
"ASV_4068",0
"ASV_4069",0
"ASV_4070",0
"ASV_4071",0
"ASV_4072",0
"ASV_4073",0
"ASV_4074",0
"ASV_4075",0
"ASV_4076",0
"ASV_4077",0
"ASV_4078",0
"ASV_4079",0
"ASV_4080",0
"ASV_4081",0.000214055901224502
"ASV_4082",0.000131777659715626
"ASV_4083",0.000214055901224502
"ASV_4084",0
"ASV_4085",0
"ASV_4086",0
"ASV_4087",0.000214055901224502
"ASV_4088",0
"ASV_4089",0
"ASV_4090",0
"ASV_4091",0
"ASV_4092",0
"ASV_4093",0
"ASV_4094",0
"ASV_4095",0
"ASV_4096",0
"ASV_4097",0
"ASV_4098",0.000214055901224502
"ASV_4099",0.000214055901224502
"ASV_4100",0.000214055901224502
"ASV_4101",0
"ASV_4102",0
"ASV_4103",0
"ASV_4104",0
"ASV_4105",0
"ASV_4106",0
"ASV_4107",0.000214055901224502
"ASV_4108",0.000214055901224502
"ASV_4109",0
"ASV_4110",0
"ASV_4111",0
"ASV_4112",0
"ASV_4113",0
"ASV_4114",0.000214055901224502
"ASV_4115",0
"ASV_4116",0.000214055901224502
"ASV_4117",0.000214055901224502
"ASV_4118",0
"ASV_4119",0
"ASV_4120",0
"ASV_4121",0
"ASV_4122",0
"ASV_4123",0
"ASV_4124",4.32529497458893e-05
"ASV_4125",0
"ASV_4126",0
"ASV_4127",0.000192650311102052
"ASV_4128",0
"ASV_4129",0
"ASV_4130",0.000192650311102052
"ASV_4131",0
"ASV_4132",0.000192650311102052
"ASV_4133",0
"ASV_4134",0
"ASV_4135",0
"ASV_4136",0
"ASV_4137",0
"ASV_4138",0
"ASV_4139",0
"ASV_4140",0.000192650311102052
"ASV_4141",0
"ASV_4142",0.000192650311102052
"ASV_4143",0
"ASV_4144",0.000192650311102052
"ASV_4145",0
"ASV_4146",0
"ASV_4147",0.000192650311102052
"ASV_4148",0
"ASV_4149",0
"ASV_4150",0.000192650311102052
"ASV_4151",0
"ASV_4152",0.000192650311102052
"ASV_4153",0
"ASV_4154",0.000128727056839809
"ASV_4155",0.000192650311102052
"ASV_4156",0
"ASV_4157",0
"ASV_4158",0
"ASV_4159",0
"ASV_4160",0
"ASV_4161",0.000192650311102052
"ASV_4162",0
"ASV_4163",0.000192650311102052
"ASV_4164",0.000192650311102052
"ASV_4165",0.000192650311102052
"ASV_4166",0.000192650311102052
"ASV_4167",0
"ASV_4168",0.000192650311102052
"ASV_4169",0
"ASV_4170",0
"ASV_4171",0
"ASV_4172",0
"ASV_4173",0
"ASV_4174",0.000192650311102052
"ASV_4175",4.28539372454898e-05
"ASV_4176",0
"ASV_4177",0
"ASV_4178",0
"ASV_4179",0.000192650311102052
"ASV_4180",0
"ASV_4181",0
"ASV_4182",0.000192650311102052
"ASV_4183",0
"ASV_4184",0
"ASV_4185",0
"ASV_4186",0
"ASV_4187",0
"ASV_4188",0.000192650311102052
"ASV_4189",0.000192650311102052
"ASV_4190",0
"ASV_4191",0
"ASV_4192",0
"ASV_4193",0.000192650311102052
"ASV_4194",0
"ASV_4195",0
"ASV_4196",0
"ASV_4197",0
"ASV_4198",0
"ASV_4199",0
"ASV_4200",0
"ASV_4201",0
"ASV_4202",0.000192650311102052
"ASV_4203",0
"ASV_4204",0
"ASV_4205",0
"ASV_4206",0
"ASV_4207",0.000192650311102052
"ASV_4208",0.000192650311102052
"ASV_4209",0
"ASV_4210",0
"ASV_4211",0
"ASV_4212",0
"ASV_4213",0
"ASV_4214",0.000192650311102052
"ASV_4215",0
"ASV_4216",0
"ASV_4217",0.000192650311102052
"ASV_4218",0.000192650311102052
"ASV_4219",0
"ASV_4220",0.000192650311102052
"ASV_4221",0.000192650311102052
"ASV_4222",0
"ASV_4223",0
"ASV_4224",0
"ASV_4225",0
"ASV_4226",0
"ASV_4227",0.000192650311102052
"ASV_4228",0
"ASV_4229",0
"ASV_4230",0
"ASV_4231",0
"ASV_4232",0
"ASV_4233",0
"ASV_4234",0
"ASV_4235",0.000171244720979602
"ASV_4236",0
"ASV_4237",0
"ASV_4238",0
"ASV_4239",0
"ASV_4240",0
"ASV_4241",0
"ASV_4242",0.000171244720979602
"ASV_4243",0
"ASV_4244",0
"ASV_4245",0
"ASV_4246",0
"ASV_4247",0
"ASV_4248",0.000171244720979602
"ASV_4249",0.000171244720979602
"ASV_4250",0
"ASV_4251",0.000171244720979602
"ASV_4252",0.000171244720979602
"ASV_4253",0
"ASV_4254",0
"ASV_4255",0
"ASV_4256",0
"ASV_4257",0
"ASV_4258",0
"ASV_4259",0
"ASV_4260",0
"ASV_4261",0.000171244720979602
"ASV_4262",0
"ASV_4263",0.000171244720979602
"ASV_4264",0
"ASV_4265",0
"ASV_4266",0
"ASV_4267",0.000171244720979602
"ASV_4268",0
"ASV_4269",0
"ASV_4270",0
"ASV_4271",0.000171244720979602
"ASV_4272",0.000171244720979602
"ASV_4273",0.000171244720979602
"ASV_4274",0
"ASV_4275",0
"ASV_4276",0
"ASV_4277",0
"ASV_4278",0.000171244720979602
"ASV_4279",0.000171244720979602
"ASV_4280",0.000171244720979602
"ASV_4281",0.000171244720979602
"ASV_4282",0.000171244720979602
"ASV_4283",0
"ASV_4284",0.000171244720979602
"ASV_4285",0.000171244720979602
"ASV_4286",0.000171244720979602
"ASV_4287",0
"ASV_4288",0.000171244720979602
"ASV_4289",0.000171244720979602
"ASV_4290",0
"ASV_4291",0
"ASV_4292",0
"ASV_4293",0
"ASV_4294",0.000171244720979602
"ASV_4295",0.000171244720979602
"ASV_4296",0
"ASV_4297",0
"ASV_4298",0
"ASV_4299",0
"ASV_4300",0.000171244720979602
"ASV_4301",0
"ASV_4302",0
"ASV_4303",0.000171244720979602
"ASV_4304",0
"ASV_4305",0
"ASV_4306",0.000171244720979602
"ASV_4307",0
"ASV_4308",0.000171244720979602
"ASV_4309",0
"ASV_4310",0
"ASV_4311",0
"ASV_4312",0.000171244720979602
"ASV_4313",0.000171244720979602
"ASV_4314",0.000171244720979602
"ASV_4315",0
"ASV_4316",0
"ASV_4317",0
"ASV_4318",0
"ASV_4319",0
"ASV_4320",0
"ASV_4321",0.000171244720979602
"ASV_4322",0.000171244720979602
"ASV_4323",0
"ASV_4324",0.000171244720979602
"ASV_4325",0
"ASV_4326",0.000171244720979602
"ASV_4327",0
"ASV_4328",0.000171244720979602
"ASV_4329",0
"ASV_4330",0
"ASV_4331",0
"ASV_4332",0
"ASV_4333",0.000171244720979602
"ASV_4334",0
"ASV_4335",0
"ASV_4336",0
"ASV_4337",0
"ASV_4338",0
"ASV_4339",0
"ASV_4340",0.000171244720979602
"ASV_4341",0.000171244720979602
"ASV_4342",0.000171244720979602
"ASV_4343",0
"ASV_4344",0
"ASV_4345",0
"ASV_4346",0
"ASV_4347",0
"ASV_4348",0
"ASV_4349",0.000171244720979602
"ASV_4350",0.000171244720979602
"ASV_4351",0
"ASV_4352",0
"ASV_4353",0
"ASV_4354",0
"ASV_4355",0
"ASV_4356",0
"ASV_4357",0
"ASV_4358",0
"ASV_4359",0
"ASV_4360",0
"ASV_4361",0
"ASV_4362",0
"ASV_4363",0.000171244720979602
"ASV_4364",0
"ASV_4365",0
"ASV_4366",0.000171244720979602
"ASV_4367",0.000171244720979602
"ASV_4368",0
"ASV_4369",0.000171244720979602
"ASV_4370",0.000171244720979602
"ASV_4371",0
"ASV_4372",0.000171244720979602
"ASV_4373",0
"ASV_4374",0
"ASV_4375",0.000149839130857152
"ASV_4376",0.000149839130857152
"ASV_4377",0.000149839130857152
"ASV_4378",0
"ASV_4379",0
"ASV_4380",0.000149839130857152
"ASV_4381",0
